geonameid,name,asciiname,alternatenames,latitude,longitude
727011,Sofia,Sofia,"SOF,Safia,Serdica,Sofia,Sofie,Sofija,Sofio,Sofiya,Sofja,Sofya,Sofía,Sophia,Sredets,Szofia,Szófia,Sòfia,Sófia,Ulpia Serdica,sofia,sopia,suo fei ya,swfya,swpyh,?????,?????,?????,??????,?????,?????,??????,?????,?????,???,????,???,???",42.69751,23.32415
727523,Ruse,Ruse,"ROU,Roese,Rousse,Roussé,Roustchouk,Ruschuk,Ruschuq,Rusciuk,Rusclink,Ruscuk,Ruse,Rushchuk,Rushtuk,Russe,Rustschuk,Rusçuk,Ruzo,Ruš?uk,Saray-Makhle,Sexaginta Prista,lu sai,????,??",43.85639,25.97083
728193,Plovdiv,Plovdiv,"Eumolpias,Filiba,Filibe,Filipopol,Filippopol,Filippopoli,Flavia,Julia,PDV,Philippopel,Philippopoli,Philippopolis,Philippoupole,Pinople,Plodin,Ploudin,Plovdin,Plovdiv,Plovdiva,Plowdiw,Plóvdiv,Poulpoudeva,P?owdiw,Sinople,Trimontium,Ulpia,Vinipoppolis,blwfdyf,pu luo fu di fu,purovudifu,????????????,???????,???????,????????,??????,?????",42.15,24.75
728203,Pleven,Pleven,"Pleven,Plevna,Plevne,Plewen,Plyeven,purevu~en,??????,?????",43.41667,24.61667
732770,Burgas,Burgas,"BOJ,Boergas,Bourgas,Bournkas,Burgas,Burgasa,Burgaz,Burghaz,Mpournkas,bu er jia si,burugasu,?????????,?????????,?????????,??????,????,????",42.50606,27.46781
290340,Manama,Manama,"Al Manama,Al Manamah,Al Man?ma,Al Man?mah,Al-Manama,Al-Manamah,Maenamae,Manama,Manamae,Manamah,Manameh,Manamo,Manáma,Menama,Mänamä,WGF,aalmanamat,mai na mai,manama,mnamt,??????,?????æ,??????,??????,?????,????????????,?????,??????,???,????,???,???",26.21536,50.5832
425378,Bujumbura,Bujumbura,"BJM,Budzumbura,Bujumbura,Bujumburo,Buj·umbura,Buzhumbura,Buzumbura,Bu?umburo,Bu?umbura,Bužumb?ra,Mpouzoumpoura,Usumbura,bu qiong bu la,bujumbula,bujunbura,bwg'wmbwrh,bwjwmbra,bwjwmbwra,?????????????,?????????,?????????,????????????,???'??????,????????,?????????,?????,??????,????,????",-3.3822,29.3644
2392087,Porto-Novo,Porto-Novo,"Porto Nobo,Porto Novas,Porto Novo,Porto-Novo,Pôrto-Novo,bo duo nuo fu,poleutonobo,porutonobo,pwrtw nwbw,pwrtw nwww,xin gang,????? ????,????? ????,?????-????,????? ????,????? ????,??? ??,?????,??,????,?????",6.49646,2.60359
2392204,Parakou,Parakou,"PKO,Parakou,Paraku,??????",9.33716,2.63031
2393693,Kandi,Kandi,"KDC,Kandi,?????",11.13417,2.93861
2394560,Djougou,Djougou,"Djougou,Jugu",9.70853,1.66598
2394819,Cotonou,Cotonou,"Appi,COO,Catonou,Cotonou,Cotonu,Cotonú,Kotonou,Kotonu,ke tuo nu,kotonu,qwtwnw,??????,??????,????,???",6.36536,2.41833
2395049,Bohicon,Bohicon,Bohicon,7.17826,2.0667
2395914,Abomey-Calavi,Abomey-Calavi,"Abome Calavi,Abomej-Kalavi,Abomey-Calavi,Kalavi,??????-??????",6.44852,2.35566
3903320,Tarija,Tarija,"Ciudad Tarija,TJA,Tarija,Tarikha,??????",-21.53549,-64.72956
3903987,Sucre,Sucre,"Chuqichaka,Chuquisaca,Ciudad Sucre,SRE,Sucre,Sukre,Sukri,Sukro,Sukr?,su ke lei,sukeule,sukure,swqrh,?????,?????,???,???,???",-19.03332,-65.26274
3904906,Santa Cruz de la Sierra,Santa Cruz de la Sierra,"Ciudad Santa Cruz,Ciudad de Santa Cruz de la Sierra,Santa Cruz,Santa Cruz de la Sierra,Santa-Krus-de-la-Sierra,santakurusu,?????-????-??-??-??????,????? ???? ?????????,??????",-17.8,-63.16667
3907584,Potosí,Potosi,"Ciudad Potosi,P'utuqsi,Potosi,Potosí,Putusi,potoshi,pwtwsy,??????,??????,???",-19.58361,-65.75306
3909234,Oruro,Oruro,"Ciudad Oruro,Gruro,ORU,Oruro,Ururu,?????",-17.98333,-67.15
3911925,La Paz,La Paz,"Chukiyapu,Chukiyawu,Ciudad La Paz,Civitas Pacis,La Pasas,La Paz,La-Pas,La-Pazo,Soukre/La Paz,la ba si,labaz,lapas,lapaseu,rapasu,??????/?? ???,??-???,?? ???,?????,?????,???,???,???,???",-16.5,-68.15
3919968,Cochabamba,Cochabamba,"CBB,Ciudad Cochabamba,Cochabamba,Kochabamba,Kuchawampa,Quchapampa,kochabanba,qwz'bmbh,?????????,???'????,??????",-17.3895,-66.1568
3384987,Vitória de Santo Antão,Vitoria de Santo Antao,"Victoria,Vitoria,Vitorija-de-Santu-Antan,Vitória,???????-??-?????-?????",-8.11806,-35.29139
3386361,Timon,Timon,"Flores,Timon,?????",-5.09417,-42.83667
3386496,Teresina,Teresina,"Poti,THE,Teresina,Terezina,Theresina,Therezina,Vila Nova do Poti,trzynh,????????,??????",-5.08917,-42.80194
3387296,Sobral,Sobral,"Januaria de Acaracu,Januária de Acaracu,QBX,Sobral,Sobrat,??????",-3.68611,-40.34972
3388368,São Luís,Sao Luis,"Maranhao,Maranhão,San-Luis,Sao Luis,Sao Luis do Maranhao,Sao Luiz,Sao Luiz de Maranhao,Sao Luiz do Maranhao,São Luis,São Luiz,São Luiz de Maranhão,São Luiz do Maranhão,São Luís,São Luís do Maranhão,???-????,??? ?????",-2.52972,-44.30278
3389321,Santa Rita,Santa Rita,,-7.11389,-34.97806
3389353,Santarém,Santarem,"Santarem,Santaren,Santarém,????????",-2.44306,-54.70833
3390760,Recife,Recife,"Arrecife,Mauricea,Mauricéa,Pernambuco,REC,Recife,Resife,Resifi,lei xi fei,reshife,rsyph,??????,??????,?????,????,???",-8.05389,-34.88111
3392242,Petrolina,Petrolina,"PNZ,Petrolina,?????????",-9.39861,-40.50083
3392740,Paulista,Paulista,"Paulista,????????",-7.94083,-34.87306
3392998,Parnamirim,Parnamirim,"Eduardo Gomes,Parnamirim",-5.91556,-35.26278
3393001,Parnaíba,Parnaiba,"Feitoria,Parnahiba,Parnahyba,Parnaiba,Porto das Barcas,Pôrto das Barcas,Sao Joao da Parnahiba,São Joao da Parnahiba,????????",-2.90472,-41.77667
3393536,Olinda,Olinda,"Olinda,olinda,??????,???????,??????",-8.00889,-34.85528
3394023,Natal,Natal,"NAT,Natal,Natalo,?????,?????",-5.795,-35.20944
3394682,Mossoró,Mossoro,"Mocoro,Moçoró",-5.1875,-37.34417
3395473,Maracanaú,Maracanau,,-3.87667,-38.62556
3395503,Marabá,Maraba,"Maraba,Marabá,Marada",-5.36861,-49.11778
3395981,Maceió,Maceio,"Macayo,Maceio,Maceió,Masejo,Maçayó,msyw,??????,????",-9.66583,-35.73528
3396016,Macapá,Macapa,"Macapa,Macapá,Makapa,??????,?????",0.03889,-51.06639
3397147,Juazeiro do Norte,Juazeiro do Norte,"Jaozeiro,Joazeiro,Juazeiro,Juazeiro do Norte,Zhuazejru-du-Norti,????????-??-?????",-7.21306,-39.31528
3397277,João Pessoa,Joao Pessoa,"Cidade Felipea,Cidade Felipéa,Fredericia,Frederícia,Joao Pessoa,João Pessoa,Parahiba,Parahyba,Paraiba,Paraíba,Zhuan-Pesoa,????-?????,?'???? ?????,?'???? ?????",-7.115,-34.86306
3397838,Jaboatão,Jaboatao,,-8.18028,-35.00139
3398269,Imperatriz,Imperatriz,"IMP,Imperatris,Imperatriz,Vila Nova de Imperatriz,??????????",-5.52639,-47.49167
3399058,Garanhuns,Garanhuns,"Garan'juns,QGP,?????????",-8.89028,-36.49278
3399415,Fortaleza,Fortaleza,"Ceara,Ceará,FOR,Fortaleza,Fortaleza Nova de Braganca,Fortaleza Nova de Bragança,Fortaleza de Nova Braganca,Fortaleza de Nova Bragança,Fortalezo,forutareza,fu ta lei sa,pwrtlzh,?????????,???????,??????,????",-3.71722,-38.54306
3402429,Caucaia,Caucaia,Soure,-3.73611,-38.65306
3402591,Castanhal,Castanhal,,-1.29389,-47.92639
3402655,Caruaru,Caruaru,"CAU,Caruaru,Karuaru,???????",-8.28333,-35.97611
3403642,Campina Grande,Campina Grande,"CPV,Campina Grande,Kampina-Grande,kanpinagurande,???????-??????,????????",-7.23056,-35.88111
3404545,Cabo,Cabo,,-8.28333,-35.03333
3405870,Belém,Belem,"Belem,Belem do Para,Belem do Pará,Belen,Belém,Belém do Pará,Para,Pará,Santa Maria de Belem do Grao Para,Santa Maria de Belém do Grão Pará,beren,blm,?????,?????,???,???",-1.45583,-48.50444
3407327,Arapiraca,Arapiraca,APQ,-9.7525,-36.66111
3407357,Araguaína,Araguaina,Lontra,-7.19111,-48.20722
3407669,Ananindeua,Ananindeua,"Ananindeua,??????????",-1.36556,-48.37222
3444876,Volta Redonda,Volta Redonda,V Redonda,-22.52306,-44.10417
3444914,Vitória da Conquista,Vitoria da Conquista,"Conquista,Vitoria da Conquista,Vitorija-da-Konkista,Vitória da Conquista,???????-??-????????",-14.86611,-40.83944
3444924,Vitória,Vitoria,"Victoria,Vitoria,Vitorija,Vitória,bitoria,wytwryh,???????,???????,????",-20.31944,-40.33778
3445026,Vila Velha,Vila Velha,"Espirito Santo,Espirito Santo de Vitoria,Espírito Santo,Espírito Santo de Vitória,Vila Velha,Vila-Vel'ja,????-?????,???? ????",-20.32972,-40.2925
3445156,Viamão,Viamao,"Viamao,Viamão",-30.08111,-51.02333
3445446,Várzea Paulista,Varzea Paulista,Secundino Veiga,-23.21139,-46.82833
3445451,Várzea Grande,Varzea Grande,"Varzea Grande,Várzea Grande",-15.64667,-56.1325
3445487,Varginha,Varginha,VAG,-21.55139,-45.43028
3445679,Uruguaiana,Uruguaiana,"URG,Uruguaiana,Uruguayana",-29.75472,-57.08833
3445831,Uberlândia,Uberlandia,,-18.91861,-48.27722
3445839,Uberaba,Uberaba,"UBA,Uberaba,???????",-19.74833,-47.93194
3446606,Teresópolis,Teresopolis,Therezopolis,-22.41222,-42.96556
3446621,Teófilo Otoni,Teofilo Otoni,"Teofilo Otoni,Teófilo Otoni,Theophilo Ottoni",-17.8575,-41.50528
3446682,Taubaté,Taubate,,-23.02639,-45.55528
3447186,Taboão da Serra,Taboao da Serra,"Tabuao da Serra,Tabuão da Serra",-23.62611,-46.79167
3447212,Suzano,Suzano,"Susano,Suzano,??????",-23.5425,-46.31083
3447259,Sumaré,Sumare,"Reboucas,Rebouças",-22.82194,-47.26694
3447399,Sorocaba,Sorocaba,"SOD,Sorocaba",-23.50167,-47.45806
3447624,Sete Lagoas,Sete Lagoas,,-19.46583,-44.24667
3447779,Serra,Serra,"Serra,?????",-20.12861,-40.30778
3448031,Sapucaia,Sapucaia,"Acapucai,Açapucaí,Guianuba,Güianuba,Sapucaia,Sapukaja,???????",-29.83333,-51.15
3448136,São Vicente,Sao Vicente,,-23.96306,-46.39194
3448439,São Paulo,Sao Paulo,"O Paulo,SAO,San Paolo del Brasile,San Paulas,San Paulo,San Paulo - Sao Paulo,San Paulo - São Paulo,San-Paulo,San-Paulu,San-Pa?lo,Sanpaulu,Sao Paolo,Sao Paulo,Sao Paulo capital,São Paulo,São Paulo capital,Urbs Paulistana,san pavlw,sangpaullu,sanpauro shi,saw bawlw,saywpaywlw,sheng bao luo,??? ?????,???-?????,???-?????,??? ?????,??? ?????,??????????,??? ?????,??? ?????,??????,???,????",-23.5475,-46.63611
3448622,São Leopoldo,Sao Leopoldo,"Sao Leopoldo,São Leopoldo",-29.76028,-51.14722
3448632,São José dos Pinhais,Sao Jose dos Pinhais,"Sao Jose dos Pinhaes,Sao Jose dos Pinhais,São José dos Pinhaes,São José dos Pinhais",-25.53472,-49.20639
3448636,São José dos Campos,Sao Jose dos Campos,"SJC,SJCampos,San-Zhoze-dus-Kampus,Sao Jose dos Campos,São José dos Campos,Vale Paraiba,Vale do Paraiba,Vale do Paraíba,???-????-???-??????",-23.17944,-45.88694
3448639,São José do Rio Preto,Sao Jose do Rio Preto,"Rio Preto,San-Zhoze-du-Riu-Pretu,???-????-??-???-?????",-20.81972,-49.37944
3448742,São José,Sao Jose,,-28.23333,-49.16667
3448877,São João de Meriti,Sao Joao de Meriti,"Meriti,Merity",-22.80389,-43.37222
3449319,São Carlos,Sao Carlos,"San-Karlos,Sao Carlos,Sao Carlos do Pinhal,São Carlos,São Carlos do Pinhal,???-??????",-22.0175,-47.89083
3449324,São Caetano do Sul,Sao Caetano do Sul,"San-Kaehtano-du-Sul,Sao Caetano,São Caetano,???-???????-??-???",-23.62306,-46.55111
3449344,São Bernardo do Campo,Sao Bernardo do Campo,"SBC,SBCampo,San-Bernardo-du-Kampu,Sao Bernardo,Sao Bernardo do Campo,São Bernardo,São Bernardo do Campo,???-????????-??-?????",-23.69389,-46.565
3449433,Santos,Santos,"Baixada Santista,Santos,santosu shi,??????,?????",-23.96083,-46.33361
3449701,Santo André,Santo Andre,"Santo Andre,Santo André,Santu-Andre,?????-?????",-23.66389,-46.53833
3450083,Santa Maria,Santa Maria,"RIA,Santa Maria da Boca do Monte,Santa-Marija,?????-?????",-29.68417,-53.80694
3450144,Santa Luzia,Santa Luzia,"Santa Lucia,Santa Lúcia,Santa-Lusija,?????-?????",-19.76972,-43.85139
3450269,Santa Cruz do Sul,Santa Cruz do Sul,"Santa Cruz,Santa-Krus-du-Sul,?????-????-??-???",-29.7175,-52.42583
3450404,Santa Bárbara d'Oeste,Santa Barbara d'Oeste,"Barbara do Oeste,Bárbara do Oeste,Santa Barbara do Oeste,Santa Bárbara do Oeste,Sata Barbar dOeste,Sata Bárbar dOeste",-22.75361,-47.41361
3450554,Salvador,Salvador,"Bahia,Baia,Baía,Sal'vador,Salvador,Salvador da Bahia,Salvador de Bahia,Salvador de Bahio,Salvador de Bahía,Salvadora,Sao Salvador,sa er wa duo,sarubadoru,saruvu~adoru,slbdwr,????????,?????????,??????,??????,???????,????",-12.97111,-38.51083
3450909,Rondonópolis,Rondonopolis,"Rodonopolis,Rodonópolis,Rondonopolis,Rondonópolis",-16.47083,-54.63556
3451138,Rio Grande,Rio Grande,"Rio Grande,Rio Grande do Sul,Rio-Grande,Sao Pedro do Rio Grande do Sul,São Pedro do Rio Grande do Sul,???-??????",-32.035,-52.09861
3451190,Rio de Janeiro,Rio de Janeiro,"Centro do Rio,Ciutat de Rio de Janeiro,RIO,Rio,Rio de Janeiro,Rio de Xaneiro - Rio de Janeiro,Rio de Zaneiras,Rio de Zhaneiro,Rio de Zhanejro,Rio de Žaneiras,Rio nte Tzaneiro,Rio-de-Janejro,Rio-de-Zanejro,Rio-de-Zhanejro,Rio-de-?anejro,Riodezaneiro,Riodežaneiro,Ryjo-deh-Zhanehjra,Río de Janeiro,Río de Xaneiro - Rio de Janeiro,Sao Sebastiao do Rio de Janeiro,São Sebastião do Rio de Janeiro,Urbs Fluminensis,li yue re nei lu,liudejaneilu,rath ri xode ca ne ro,ri xode ca ne ro,rio-de-zhaneiro,riodejaneiro shi,ryw dh z'nyrw,ryw dy janyrw,rywdwzhanyrw,??? ??? ????????,??? ?? ???????,??? ?? ???????,???-??-???????,???-??-???????,???-??-???????,??? ?? ?'????,??? ?? ??????,???????????,???????????????,????????????,???-??-???????,?????????,?????,???????",-22.90278,-43.2075
3451234,Rio Claro,Rio Claro,QIQ,-22.41139,-47.56139
3451328,Ribeirão Preto,Ribeirao Preto,"Entre Rios,Ribeirao,Ribeirao Preto,Ribeirão,Ribeirão Preto",-21.1775,-47.81028
3451329,Ribeirão Pires,Ribeirao Pires,,-23.71056,-46.41333
3451353,Ribeirão das Neves,Ribeirao das Neves,"Neves,Nevez,Ribeirao das Neves,Ribeirão das Neves",-19.76694,-44.08667
3451668,Resende,Resende,"Resende,Rezende",-22.46889,-44.44667
3452073,Queimados,Queimados,,-22.71611,-43.55528
3452324,Presidente Prudente,Presidente Prudente,PPB,-22.12556,-51.38889
3452465,Praia Grande,Praia Grande,"Prajja-Grandi,?????-??????",-24.00583,-46.40278
3452525,Pouso Alegre,Pouso Alegre,"PPY,Pozu-Alegri,????-??????",-22.23,-45.93639
3452640,Porto Seguro,Porto Seguro,BPS,-16.44972,-39.06472
3452925,Porto Alegre,Porto Alegre,"POA,Porto Alegre,Porto de Sao Francisco dos Casaes,Porto-Alegro,Portu-Alegre,Portu-Alegri,Portus Alacer in Brasilia,Puerto Alegre,Pôrto de São Francisco dos Casaes,a lei ge li gang,????? ??????,?????-??????,?????-??????,????? ?????,????????,?????",-30.03306,-51.23
3453186,Ponta Grossa,Ponta Grossa,"PGZ,Ponta Grossa",-25.095,-50.16194
3453303,Poços de Caldas,Pocos de Caldas,"Poco Caldas,Pocos de Caldas,Poço Caldas,Poços de Caldas",-21.78778,-46.56139
3453406,Poá,Poa,,-23.52806,-46.34472
3453643,Piracicaba,Piracicaba,"Piracicaba,Pirasikaba,QHB,??????????",-22.72528,-47.64917
3453837,Pindamonhangaba,Pindamonhangaba,Pindamonhangaba,-22.92389,-45.46167
3454031,Petrópolis,Petropolis,"Petropolis,Petrópolis,ptrwpwlys,??????????,?????????",-22.505,-43.17861
3454244,Pelotas,Pelotas,"PET,Pelotas,Sao Francisco de Paula,São Francisco de Paula,???????",-31.77194,-52.3425
3454783,Patos de Minas,Patos de Minas,"Patos,Patos de Minas",-18.57889,-46.51806
3454857,Passo Fundo,Passo Fundo,"PFB,Passo Fundo",-28.26278,-52.40667
3455070,Paranaguá,Paranagua,"Paranagua,Paranaguá,?????????",-25.52,-48.50917
3455478,Palhoça,Palhoca,,-27.64528,-48.66778
3455775,Osasco,Osasco,"Osasku,QOC,??????",-23.5325,-46.79167
3456068,Novo Hamburgo,Novo Hamburgo,"Novo Hamburg,Novo Hamburgo,Potiguara,QHV",-29.67833,-51.13056
3456160,Nova Iguaçu,Nova Iguacu,"Nova Iguacu,Nova Iguassu,Nova Iguassú,Nova Iguaçu,Nova-Iguasu,????-??????",-22.75917,-43.45111
3456166,Nova Friburgo,Nova Friburgo,"Nova Friburgo,QGJ",-22.28194,-42.53111
3456223,Nossa Senhora do Socorro,Nossa Senhora do Socorro,"Contiguiba,Cotinguiba,Cotingüiba,Soccorro,Socorro",-10.855,-37.12611
3456283,Niterói,Niteroi,"Nictheroi,Nictheroy,Niteroi,Niteroj,Niterói,Vila Real da Praia Grande,Villa Real da Praia Grande,niteroi,???????,????",-22.88333,-43.10361
3456290,Nilópolis,Nilopolis,,-22.8075,-43.41389
3456814,Montes Claros,Montes Claros,MOC,-16.735,-43.86167
3457000,Mogi Guaçu,Mogi Guacu,"Mogy Guassu,Mogy Guassú,Moji-Guacu,Moji-Guaçu",-22.37222,-46.94222
3457001,Mogi das Cruzes,Mogi das Cruzes,"Mogy das Cruzes,Moji das Cruzes",-23.52278,-46.18833
3457381,Mauá,Maua,,-23.66778,-46.46139
3457671,Maringá,Maringa,"Maringa,Maringá,maringa,????",-23.42528,-51.93861
3457692,Marília,Marilia,"Maril'ja,Marilia,Marília,???????",-22.21389,-49.94583
3458266,Macaé,Macae,"Macae,Macahe,Macahé,Macaé",-22.37083,-41.78694
3458329,Luziânia,Luziania,"Luzilandia,Luzilândia,Santa-Luzia",-16.2525,-47.95028
3458449,Londrina,Londrina,"LDB,Londrina,rondorina,????????,??????",-23.31028,-51.16278
3458498,Linhares,Linhares,,-19.39111,-40.07222
3458575,Limeira,Limeira,"Limeira,QGB",-22.56472,-47.40167
3458930,Lages,Lages,"LAJ,Lages",-27.81611,-50.32611
3459462,Jundiaí,Jundiai,"Jundiahy,Jundiai,Jundiaí",-23.18639,-46.88417
3459505,Juiz de Fora,Juiz de Fora,"Juiz de Fora,Zhuis-di-Fora,????-??-????",-21.76417,-43.35028
3459712,Joinville,Joinville,"JOI,Joinville",-26.30444,-48.84556
3459943,Jequié,Jequie,"Jequie,Jequié,Jiquie,Jiquié",-13.8575,-40.08361
3460005,Jaú,Jau,"Jahu,Jahú,Jau,Jaú",-22.29639,-48.55778
3460102,Jaraguá do Sul,Jaragua do Sul,"Jaragua,Jaragua do Sul,Jaraguá,Jaraguá do Sul",-26.48611,-49.06667
3460170,Jandira,Jandira,,-23.5275,-46.9025
3460370,Jacareí,Jacarei,"Jacarehy,Jacarei,Jacareí",-23.30528,-45.96583
3460535,Itu,Itu,"Itu,QTU",-23.26417,-47.29917
3460644,Itaquaquecetuba,Itaquaquecetuba,Itaquaquicetuba,-23.48611,-46.34833
3460718,Itapevi,Itapevi,Itapevy,-23.54889,-46.93417
3460728,Itapetininga,Itapetininga,"Itapetinga,Itapetininga,ZTP",-23.59167,-48.05306
3460748,Itapecerica da Serra,Itapecerica da Serra,"Itapecerica,Itapeserika-da-Serra,???????????-??-?????",-23.71694,-46.84917
3460845,Itajaí,Itajai,"Itajahi,Itajahy,Itajai,Itajaí",-26.90778,-48.66194
3460899,Itaguaí,Itaguai,Itaquahy,-22.85222,-43.77528
3460949,Itabuna,Itabuna,"ITN,Itabuna,???????",-14.78556,-39.28028
3460950,Itaboraí,Itaborai,Itaborahy,-22.74444,-42.85944
3461144,Ipatinga,Ipatinga,"IPN,Ipatinga",-19.46833,-42.53667
3461311,Indaiatuba,Indaiatuba,Indaiatuba,-23.09028,-47.21806
3461408,Ilhéus,Ilheus,"Il'eus,Ilheos,Ilhéos,Sao Jorge dos Ilheos,São Jorgé dos Ilhéos,??????",-14.78889,-39.04944
3461563,Ibirité,Ibirite,"Ibirite,???????",-20.02194,-44.05889
3461655,Hortolândia,Hortolandia,"Hortolandia,Hortolândia",-22.85833,-47.22
3461786,Guarulhos,Guarulhos,"GRU,Guarulhos,QCV",-23.46278,-46.53333
3461789,Guarujá,Guaruja,,-23.99306,-46.25639
3461859,Guaratinguetá,Guaratingueta,,-22.81639,-45.1925
3461879,Guarapuava,Guarapuava,"GPB,Guarapuava,??????????",-25.39528,-51.45806
3461888,Guarapari,Guarapari,"Guarapari,Guarapary,QDL,????????",-20.65367,-40.50204
3462089,Gravataí,Gravatai,"Gravatahy,Gravatai,Gravataí",-29.94444,-50.99194
3462315,Governador Valadares,Governador Valadares,"Figueira,GVR,Gov. Valadares,Governador Valadares,Governador-Valadares,Valadares,??????????-?????????",-18.85111,-41.94944
3462377,Goiânia,Goiania,"Ciutat de Goiania,Ciutat de Goiânia,Goiana,Goiania,Goiania - Goiania,Goiania - Goiânia,Goianá,Goiânia,Gojanija,Goyania,goiania,??????,????????,?????",-16.67861,-49.25389
3462964,Franco da Rocha,Franco da Rocha,Francisco da Rocha,-23.32167,-46.72694
3462980,Francisco Morato,Francisco Morato,,-23.28167,-46.74528
3463011,Franca,Franca,"FRC,Franca,Franko,??????",-20.53861,-47.40083
3463030,Foz do Iguaçu,Foz do Iguacu,"Fos-du-Iguasu,Foz de Iguassu,Foz de Iguazu,Foz do Iguacu,Foz do Iguassu,Foz do Iguassú,Foz do Iguaçu,Iguassu,Iguassú,???-??-??????,??? ?? ???????,??????????",-25.54778,-54.58806
3463237,Florianópolis,Florianopolis,"Destero,Desterro,Florianopolis,Florianópolis,Floripa,Nossa Senhora do Desterro,Nossa Senhora do Destêrro,fpolis,?????????????,?????????????",-27.59667,-48.54917
3463422,Ferraz de Vasconcelos,Ferraz de Vasconcelos,,-23.54083,-46.36861
3463478,Feira de Santana,Feira de Santana,"Feira,Feira De Saint Anna,Feira de Sant'Anna,Feira de Santana,Fejra-de-Santana,?????-??-???????",-12.26667,-38.96667
3464008,Esmeraldas,Esmeraldas,"Ehsmeral'das,Santa Quiteria,???????????",-19.7625,-44.31389
3464305,Embu,Embu,"Ehmba,Embu Arte,Embu das Artes,Imbu,M'Boy,????",-23.64889,-46.85222
3464374,Duque de Caxias,Duque de Caxias,Caxias,-22.78556,-43.31167
3464460,Dourados,Dourados,"DOU,Doradus,Dourados,dwradws,???????,???????",-22.22111,-54.80556
3464688,Divinópolis,Divinopolis,"Divinopolis,???????????",-20.13889,-44.88389
3464739,Diadema,Diadema,"Diadema,QDW,???????",-23.68611,-46.62278
3464975,Curitiba,Curitiba,"CWB,Corityba,Curitiba,Curityba,Curytiba,Kuritiba,Kurytyba,kurichiba,qwrytybh,????????,????????,????",-25.42778,-49.27306
3465038,Cuiabá,Cuiaba,"Cuiaba,Cuiabá,Cuyaba,Cuyabá,Kujaba,Vila Real do Senhor Bom Jesus de Cuiaba,Vila Real do Senhor Bom Jesus de Cuiabá,ku ya ba,kuiaba,??????,?????,??????,????,???",-15.59611,-56.09667
3465059,Cubatão,Cubatao,,-23.895,-46.42528
3465196,Criciúma,Criciuma,"Creciuna,Creciúna,Cresciuma,Cresciúma,Criciuma,Criciúma",-28.6775,-49.36972
3465284,Cotia,Cotia,Cutia,-23.60389,-46.91917
3465476,Coronel Fabriciano,Coronel Fabriciano,,-19.51861,-42.62889
3465624,Contagem,Contagem,,-19.93167,-44.05361
3465644,Conselheiro Lafaiete,Conselheiro Lafaiete,"Conselheiro Lafaiete,Conselheiro Lafayete,Lafaiete,QDF",-20.66028,-43.78611
3465927,Colombo,Colombo,"Kolombo,???????",-25.29167,-49.22417
3465944,Colatina,Colatina,"Colatina,Collatina,QCH,qwltynh,???????",-19.53944,-40.63056
3466296,Chapecó,Chapeco,"Chapeco,Chapecó,Xapeco,Xapecó",-27.09639,-52.61833
3466537,Caxias do Sul,Caxias do Sul,"Caxias,Caxias do Sul,Caxius do Sul,Kashias-du-Sul,??????-??-???",-29.16806,-51.17944
3466692,Catanduva,Catanduva,Catanduva,-21.13778,-48.97278
3466779,Cascavel,Cascavel,"CAC,Cascavel",-24.95583,-53.45528
3466998,Carapicuíba,Carapicuiba,,-23.5225,-46.83556
3467467,Canoas,Canoas,Canoas,-29.91778,-51.18361
3467693,Campos,Campos,"Campos,Campos dos Goitacazes,Kampos,Sao Salvador dos Campos,São Salvador dos Campos,??????",-21.75,-41.3
3467747,Campo Grande,Campo Grande,"CGR,Campo Grande,Kampu-Grande,kambw ghrandy,qmpw grndh,?????-??????,???? ?????,????? ??????,????????",-20.44278,-54.64639
3467865,Campinas,Campinas,"CPQ,Campinas,Campinas e Regiao,Campinas e Região,Conceicao de Campinas,Conceição de Campinas,Kampinas,Regiao de Campinas,Região de Campinas,kanpinasu,????????,??????",-22.90556,-47.06083
3468031,Camaçari,Camacari,"Camacari,Camacary,Camassari,Camassary,Camaçari",-12.6975,-38.32417
3468376,Cachoeiro de Itapemirim,Cachoeiro de Itapemirim,"Cacheiro,Cachoeiro de Itapemirim,Cachoeiro do Itapemirim,??'???? ??????????",-20.84889,-41.11278
3468403,Cachoeirinha,Cachoeirinha,Cachoeirinha,-29.95111,-51.09389
3468615,Cabo Frio,Cabo Frio,CFB,-22.87944,-42.01861
3469058,Brasília,Brasilia,"Brasilia,Brasília,Brazilia,Brazilija,Braziljo,Brazília,Mprazilia,Urbs Brasilia,ba xi li ya,beulajillia,brazylya,brzylyh,burajiria,?????????,????????,????????,?????????,?????? ????????? ????????,???????? ?????,???????,????????,????????,?????,?????,????,?????",-15.77972,-47.92972
3469092,Bragança Paulista,Braganca Paulista,"Baraganca,Baragança,Braganca,Bragansa-Paulista,Bragança,????????-????????",-22.95194,-46.54194
3469136,Botucatu,Botucatu,"Botucatu,Botukatu,QCJ,????????",-22.88583,-48.445
3469968,Blumenau,Blumenau,"BNU,Blumenau,????????",-26.91944,-49.06611
3469989,Birigui,Birigui,"Biriguy,QCF",-21.28861,-50.34
3470044,Betim,Betim,"Betim,QBK",-19.96778,-44.19833
